order_id,cumsum_quantity,market_value,avg_price,profits,transaction_cost,datetime,position_id,position_side,pnl,order_book_id
-1.0,2400.0,47810.0,19.920833333333334,360.0,0.0,2017-06-27 00:00:00,13,多,11275.047199999995,600233.XSHG
-1.0,1500.0,12036.000000000002,8.024000000000001,84.00000000000001,0.0,2015-06-10 00:00:00,19,多,15182.602399999998,600208.XSHG
-1.0,3600.0,10646.800000000001,2.9574444444444445,223.2,0.0,2014-07-17 00:00:00,13,多,481.5209999999988,600208.XSHG
-1.0,1800.0,22194.0,12.33,216.0,0.0,2017-07-14 00:00:00,40,多,15534.493,600188.XSHG
-1.0,1800.0,18162.0,10.09,756.0000000000001,0.0,2016-07-27 00:00:00,28,多,7686.286,600383.XSHG
-1.0,1000.0,15141.29,15.141290000000001,18.0,0.0,2015-06-18 00:00:00,19,多,12428.545999999998,600188.XSHG
-1.0,1100.0,15807.0,14.37,880.0,0.0,2016-06-08 00:00:00,27,多,8130.9956,600177.XSHG
-1.0,600.0,13680.0,22.8,300.0,0.0,2015-06-10 00:00:00,19,多,9426.628,600177.XSHG
-1.0,2700.0,19621.5,7.267222222222222,121.5,0.0,2013-08-28 00:00:00,22,多,-11377.160800000003,000060.XSHE
-1.0,0.0,0.0,0.0,306.0,0.0,2017-06-22 00:00:00,20,多,17545.074000000022,600415.XSHG
-1.0,600.0,33132.0,55.22,162.0,0.0,2017-06-12 00:00:00,11,多,3018.813399999989,600436.XSHG
-1.0,11000.0,23705.000000000004,2.1550000000000002,550.0,0.0,2014-05-22 00:00:00,16,多,10335.135600000003,600157.XSHG
-1.0,1200.0,9288.0,7.74,240.0,0.0,2014-12-15 00:00:00,14,多,2431.0532,600153.XSHG
-1.0,0.0,0.0,0.0,120.0,0.0,2012-05-31 00:00:00,6,多,-461.52640000000235,600089.XSHG
-1.0,1100.0,13808.483333333334,12.553166666666668,237.60000000000002,0.0,2015-06-11 00:00:00,19,多,13534.915133333334,600048.XSHG
-1.0,3800.0,22382.0,5.89,646.0,0.0,2017-07-19 00:00:00,40,多,5063.791,600028.XSHG
-1.0,2400.0,17355.93,7.2316375,264.00000000000006,0.0,2015-06-19 00:00:00,19,多,7212.493800000001,600028.XSHG
-1.0,1800.0,12271.0,6.817222222222222,360.0,0.0,2012-05-28 00:00:00,4,多,900.5155999999992,600028.XSHG
-1.0,1600.0,14396.0,8.9975,375.0,0.0,2015-06-23 00:00:00,10,多,5225.308200000005,600023.XSHG
-1.0,3300.0,17156.0,5.198787878787879,198.0,0.0,2016-06-08 00:00:00,39,多,18016.639200000016,600019.XSHG
-1.0,1400.0,10829.0,7.734999999999999,609.0000000000001,0.0,2014-07-10 00:00:00,24,多,5519.741800000003,600015.XSHG
-1.0,900.0,10861.0,12.067777777777778,180.0,0.0,2011-04-21 00:00:00,3,多,2091.8064000000018,600015.XSHG
-1.0,1000.0,16474.999999999996,16.474999999999998,757.0,0.0,2015-06-23 00:00:00,31,多,14172.647999999994,600000.XSHG
-1.0,2800.0,72436.0,25.87,420.0,0.0,2017-06-02 00:00:00,7,多,22529.21260000002,002074.XSHE
-1.0,2720.0,33501.76923076923,12.316826923076922,425.0,0.0,2016-07-15 00:00:00,21,多,10087.06903076924,600703.XSHG
-1.0,0.0,0.0,0.0,1880.0,0.0,2017-06-29 00:00:00,57,多,5257.1495999999515,002146.XSHE
-1.0,1800.0,20988.0,11.66,304.0,0.0,2017-07-19 00:00:00,13,多,15557.806800000008,601186.XSHG
-1.0,3000.0,22000.0,7.333333333333334,625.0,0.0,2017-07-12 00:00:00,7,多,2260.5787999999993,601169.XSHG
-1.0,0.0,0.0,0.0,450.0,0.0,2017-07-20 00:00:00,8,多,2209.2191999999986,601229.XSHG
-1.0,900.0,11871.0,13.19,90.0,0.0,2012-10-19 00:00:00,12,多,3528.085400000002,000001.XSHE
-1.0,6600.0,22044.0,3.34,1122.0,0.0,2017-07-13 00:00:00,7,多,1283.1632000000016,601288.XSHG
-1.0,3700.0,21861.45,5.9085,1004.5500000000001,0.0,2017-07-07 00:00:00,7,多,2090.4855999999936,601328.XSHG
-1.0,4400.0,21893.079999999998,4.9757,1030.92,0.0,2017-07-11 00:00:00,13,多,5005.260199999962,601398.XSHG
-1.0,19200.0,106273.66562499998,5.5350867513020825,434.7,0.0,2016-08-23 00:00:00,4,多,10144.497625,601608.XSHG
-1.0,800.0,21412.0,26.765,60.0,0.0,2011-07-21 00:00:00,5,多,2399.658799999997,000917.XSHE
-1.0,2900.0,22633.310999999998,7.804589999999999,247.68900000000005,0.0,2017-07-14 00:00:00,12,多,15669.653599999994,601669.XSHG
-1.0,1000.0,9604.0,9.604,68.0,0.0,2010-08-27 00:00:00,1,多,60.2624,000157.XSHE
-1.0,2800.0,21580.000000000004,7.707142857142858,520.0,0.0,2017-07-18 00:00:00,7,多,2438.396200000008,601009.XSHG
-1.0,6300.0,22062.6,3.502,1058.4,0.0,2017-07-14 00:00:00,7,多,2139.6214000000014,601988.XSHG
-1.0,5900.0,10738.907692307694,1.8201538461538462,130.0,0.0,2014-07-10 00:00:00,21,多,3247.2506923076926,000709.XSHE
-1.0,6600.0,38208.0,5.789090909090909,330.0,0.0,2017-07-04 00:00:00,44,多,33199.758819999995,000671.XSHE
-1.0,2470.0,26731.000000000004,10.822267206477735,195.0,0.0,2013-05-14 00:00:00,14,多,5246.511400000002,000671.XSHE
-1.0,2700.0,22490.25925925926,8.329725651577503,260.0,0.0,2011-07-15 00:00:00,6,多,-1074.5553407407372,000671.XSHE
-1.0,2400.0,23298.0,9.7075,105.00000000000001,0.0,2010-09-16 00:00:00,2,多,218.1073999999985,000671.XSHE
-1.0,1700.0,26086.0,15.344705882352942,160.0,0.0,2013-05-14 00:00:00,15,多,1073.7128000000066,000630.XSHE
-1.0,1900.0,19246.999999999996,10.129999999999999,247.0,0.0,2013-06-07 00:00:00,17,多,-7398.333800000001,000425.XSHE
-1.0,3400.0,22916.0,6.74,170.0,0.0,2017-07-14 00:00:00,39,多,6854.306200000009,000415.XSHE
-1.0,1200.0,13079.999999999998,10.899999999999999,60.0,0.0,2015-06-03 00:00:00,28,多,7000.302800000002,000415.XSHE
-1.0,1100.0,8437.0,7.67,165.0,0.0,2014-06-20 00:00:00,22,多,1524.2350000000006,000415.XSHE
-1.0,6400.0,18366.144927536236,2.8697101449275366,192.0,0.0,2016-07-25 00:00:00,37,多,27323.67552753623,000709.XSHE
-1.0,1000.0,12220.9,12.2209,379.1,0.0,2015-06-30 00:00:00,10,多,1005.4104000000059,600900.XSHG
-1.0,910.0,12042.0,13.232967032967034,140.0,0.0,2011-04-22 00:00:00,2,多,1048.0284,600376.XSHG
-1.0,3000.0,39270.0,13.09,150.0,0.0,2013-06-21 00:00:00,15,多,4446.029400000004,000938.XSHE
-1.0,0.0,0.0,0.0,22.0,0.0,2016-07-07 00:00:00,34,多,17277.57300000001,000938.XSHE
-1.0,4500.0,36882.78260869566,8.19617391304348,50.599999999999994,0.0,2017-06-20 00:00:00,43,多,-18369.548191304355,000983.XSHE
-1.0,1200.0,38142.0,31.785,48.0,0.0,2015-04-27 00:00:00,29,多,36216.95979999998,000977.XSHE
-1.0,5100.0,21313.000000000004,4.179019607843138,510.0,0.0,2011-07-14 00:00:00,4,多,666.038800000001,000959.XSHE
-1.0,6500.0,35929.44618599791,5.527607105538141,65.0,0.0,2015-08-19 00:00:00,36,多,22894.855985997907,000959.XSHE
-1.0,700.0,19257.0,27.509999999999998,70.0,0.0,2013-06-07 00:00:00,16,多,27456.89139999999,000977.XSHE
-1.0,600.0,10764.0,17.94,240.0,0.0,2015-05-28 00:00:00,10,多,-3338.853599999999,600887.XSHG
-1.0,900.0,21465.0,23.85,450.0,0.0,2011-07-05 00:00:00,7,多,-3121.927000000002,000983.XSHE
0.0,1400.0,21042.0,15.03,,16.8336,2010-08-04 10:30:00,1,多,-16.8336,000060.XSHE
1.0,500.0,18700.0,37.4,,14.96,2010-08-04 10:30:00,1,多,-14.96,000425.XSHE
2.0,1300.0,20982.0,16.14,,16.785600000000002,2010-08-04 10:30:00,1,多,-16.785600000000002,000630.XSHE
3.0,1500.0,21240.0,14.16,,16.992,2010-08-04 10:30:00,1,多,-16.992,000671.XSHE
4.0,1200.0,21600.0,18.0,,17.28,2010-08-04 10:30:00,1,多,-17.28,000917.XSHE
5.0,1600.0,20976.0,13.11,,16.7808,2010-08-04 10:30:00,1,多,-16.7808,000938.XSHE
6.0,6100.0,21411.0,3.51,,17.128800000000002,2010-08-04 10:30:00,1,多,-17.128800000000002,000959.XSHE
7.0,1800.0,20736.0,11.52,,16.5888,2010-08-04 10:30:00,1,多,-16.5888,000961.XSHE
8.0,1900.0,21527.0,11.33,,17.221600000000002,2010-08-04 10:30:00,1,多,-17.221600000000002,000977.XSHE
9.0,1000.0,21530.0,21.53,,17.224,2010-08-04 10:30:00,1,多,-17.224,000983.XSHE
10.0,1100.0,20471.0,18.61,,16.3768,2010-08-04 10:30:00,1,多,-16.3768,002195.XSHE
11.0,500.0,18550.0,37.1,,14.84,2010-08-04 10:30:00,1,多,-14.84,002385.XSHE
12.0,1900.0,21489.0,11.508947368421053,,5.0,2010-08-04 11:30:00,1,多,-21.5888,000961.XSHE
13.0,6200.0,21700.0,3.5098387096774193,,5.0,2010-08-04 11:30:00,1,多,-22.128800000000002,000959.XSHE
14.0,600.0,21594.0,37.165,,5.0,2010-08-05 10:30:00,1,多,-19.96,000425.XSHE
15.0,2000.0,21200.0,11.4635,,5.0,2010-08-06 10:30:00,1,多,-26.5888,000961.XSHE
16.0,6100.0,22204.0,3.5098387096774193,13.016129032258084,5.364,2010-08-10 10:30:00,1,多,-14.476670967741919,000959.XSHE
17.0,700.0,29792.0,42.56,,23.8336,2010-08-11 10:30:00,1,多,-23.8336,002424.XSHE
18.0,1100.0,31449.0,28.59,,25.1592,2010-08-11 10:30:00,1,多,-25.1592,002352.XSHE
19.0,2300.0,33189.0,14.43,,26.5512,2010-08-11 10:30:00,1,多,-26.5512,002174.XSHE
20.0,2700.0,32616.0,12.08,,26.0928,2010-08-11 10:30:00,1,多,-26.0928,002074.XSHE
21.0,600.0,30066.0,50.11,,24.0528,2010-08-11 10:30:00,1,多,-24.0528,002007.XSHE
22.0,5700.0,33060.0,5.8,,26.448,2010-08-11 10:30:00,1,多,-26.448,000627.XSHE
23.0,0.0,0.0,0.0,1199.9999999999993,35.37000000000001,2010-08-11 10:30:00,1,多,1249.7899999999993,002385.XSHE
24.0,0.0,0.0,0.0,494.9999999999992,37.7388,2010-08-11 10:30:00,1,多,440.88439999999923,002195.XSHE
25.0,0.0,0.0,0.0,-120.000000000001,38.538000000000004,2010-08-11 10:30:00,1,多,-175.762000000001,000983.XSHE
26.0,0.0,0.0,0.0,75.99999999999838,38.8854,2010-08-11 10:30:00,1,多,19.89299999999838,000977.XSHE
27.0,0.0,0.0,0.0,-1187.0000000000011,39.13200000000001,2010-08-11 10:30:00,1,多,-1252.7208000000012,000961.XSHE
28.0,0.0,0.0,0.0,244.98387096774127,38.979,2010-08-11 10:30:00,1,多,191.52819999999937,000959.XSHE
29.0,0.0,0.0,0.0,287.99999999999955,38.2752,2010-08-11 10:30:00,1,多,232.94399999999956,000938.XSHE
30.0,0.0,0.0,0.0,623.9999999999995,40.0032,2010-08-11 10:30:00,1,多,566.7167999999996,000917.XSHE
31.0,0.0,0.0,0.0,194.99999999999852,38.583,2010-08-11 10:30:00,1,多,139.42499999999853,000671.XSHE
32.0,0.0,0.0,0.0,103.99999999999778,37.95480000000001,2010-08-11 10:30:00,1,多,49.25959999999777,000630.XSHE
33.0,0.0,0.0,0.0,-1064.999999999999,38.2212,2010-08-11 10:30:00,1,多,-1123.181199999999,000425.XSHE
34.0,0.0,0.0,0.0,406.0000000000013,38.6064,2010-08-11 10:30:00,1,多,350.5600000000013,000060.XSHE
35.0,800.0,33272.0,42.43875,,5.0,2010-08-11 11:30:00,1,多,-28.8336,002424.XSHE
36.0,5800.0,33350.0,5.799137931034482,,5.0,2010-08-12 10:30:00,1,多,-31.448,000627.XSHE
37.0,5900.0,33040.0,5.795762711864406,,5.0,2010-08-12 15:00:00,1,多,-36.448,000627.XSHE
38.0,6000.0,33300.0,5.791666666666667,,5.0,2010-08-13 11:30:00,1,多,-41.448,000627.XSHE
39.0,5800.0,33872.0,5.791666666666667,9.666666666666579,6.167999999999999,2010-08-16 10:30:00,1,多,-37.94933333333342,000627.XSHE
40.0,5700.0,33915.0,5.791666666666667,15.833333333333321,5.595,2010-08-16 14:00:00,1,多,-27.711000000000098,000627.XSHE
41.0,2600.0,34320.0,12.08,111.99999999999991,6.32,2010-08-17 10:30:00,1,多,79.58719999999991,002074.XSHE
42.0,1500.0,9765.0,6.51,,7.812,2010-08-18 10:30:00,1,多,-7.812,600019.XSHG
43.0,1700.0,9605.0,5.65,,7.684,2010-08-18 10:30:00,1,多,-7.684,600016.XSHG
44.0,800.0,9760.0,12.2,,7.808000000000002,2010-08-18 10:30:00,1,多,-7.808000000000002,600015.XSHG
45.0,600.0,8694.0,14.49,,6.9552000000000005,2010-08-18 10:30:00,1,多,-6.9552000000000005,600000.XSHG
46.0,700.0,8995.0,12.85,,7.1960000000000015,2010-08-18 10:30:00,1,多,-7.1960000000000015,002146.XSHE
47.0,2700.0,9747.0,3.61,,7.7976,2010-08-18 10:30:00,2,多,183.73059999999936,000959.XSHE
48.0,2400.0,9743.999999999998,4.06,,7.795199999999999,2010-08-18 10:30:00,1,多,-7.795199999999999,000709.XSHE
49.0,800.0,8768.0,10.96,,7.0144,2010-08-18 10:30:00,1,多,-7.0144,000625.XSHE
50.0,900.0,9414.0,10.46,,7.5312,2010-08-18 10:30:00,1,多,-7.5312,000415.XSHE
51.0,0.0,0.0,0.0,389.5000000000001,60.1236,2010-08-18 10:30:00,1,多,301.6654,000627.XSHE
52.0,400.0,9672.0,24.18,,7.7376,2010-08-18 10:30:00,1,多,-7.7376,000157.XSHE
53.0,700.0,9709.0,13.87,,7.767200000000001,2010-08-18 10:30:00,1,多,-7.767200000000001,000069.XSHE
54.0,0.0,0.0,0.0,137.00000000000045,61.3584,2010-08-18 10:30:00,1,多,46.80800000000045,002424.XSHE
55.0,0.0,0.0,0.0,1661.0000000000018,59.598,2010-08-18 10:30:00,1,多,1576.2428000000018,002352.XSHE
56.0,0.0,0.0,0.0,575.0,60.77520000000001,2010-08-18 10:30:00,1,多,487.67359999999996,002174.XSHE
57.0,0.0,0.0,0.0,780.0000000000018,57.9384,2010-08-18 10:30:00,1,多,801.6488000000018,002074.XSHE
58.0,0.0,0.0,0.0,1013.9999999999986,55.943999999999996,2010-08-18 10:30:00,1,多,934.0031999999986,002007.XSHE
59.0,1300.0,9789.0,7.53,,7.8312,2010-08-18 10:30:00,1,多,-7.8312,000402.XSHE
60.0,900.0,9828.0,10.955555555555556,,5.0,2010-08-18 11:30:00,1,多,-12.0144,000625.XSHE
61.0,2500.0,9975.0,3.61,76.00000000000007,5.797999999999999,2010-08-20 14:00:00,2,多,253.9325999999994,000959.XSHE
62.0,800.0,9696.0,12.75875,,5.0,2010-08-20 15:00:00,1,多,-12.196000000000002,002146.XSHE
63.0,2400.0,10224.0,3.61,64.99999999999999,5.426,2010-08-23 10:30:00,2,多,313.5065999999994,000959.XSHE
64.0,2300.0,10097.0,3.61,77.99999999999999,5.439,2010-08-23 11:30:00,2,多,386.0675999999994,000959.XSHE
65.0,2100.0,10143.0,3.61,244.00000000000003,5.966,2010-08-24 11:30:00,2,多,624.1015999999994,000959.XSHE
66.0,1800.0,9792.0,5.638333333333334,,5.0,2010-08-25 10:30:00,1,多,-12.684000000000001,600016.XSHG
67.0,700.0,9835.0,14.427142857142858,,5.0,2010-08-25 14:00:00,1,多,-11.955200000000001,600000.XSHG
68.0,2200.0,9768.0,3.647727272727273,,5.0,2010-08-27 10:30:00,2,多,619.1015999999994,000959.XSHE
69.0,1400.0,9814.0,7.492857142857143,,5.0,2010-08-27 11:30:00,1,多,-12.831199999999999,000402.XSHE
70.0,2500.0,9800.0,4.054399999999999,,5.0,2010-08-27 14:00:00,1,多,-12.795199999999998,000709.XSHE
71.0,800.0,9136.0,9.604,363.20000000000016,7.284000000000002,2010-09-01 10:30:00,1,多,416.1784000000002,000157.XSHE
72.0,400.0,7248.0,18.12,,5.7984,2010-09-02 10:30:00,1,多,-5.7984,000001.XSHE
73.0,400.0,18320.0,45.8,,14.655999999999999,2010-09-08 10:30:00,2,多,1235.1339999999993,002385.XSHE
74.0,1000.0,21030.0,21.03,,16.824,2010-09-08 10:30:00,2,多,424.0603999999992,002195.XSHE
75.0,1000.0,21170.0,21.17,,16.936,2010-09-08 10:30:00,2,多,-192.698000000001,000983.XSHE
76.0,1700.0,21641.0,12.73,,17.3128,2010-09-08 10:30:00,2,多,2.580199999998385,000977.XSHE
77.0,2200.0,21494.0,9.77,,17.1952,2010-09-08 10:30:00,2,多,-1269.916000000001,000961.XSHE
78.0,4900.0,21707.0,4.078775510204082,,9.5688,2010-09-08 10:30:00,2,多,609.5327999999995,000959.XSHE
79.0,1500.0,21690.0,14.46,,17.352,2010-09-08 10:30:00,2,多,215.59199999999953,000938.XSHE
80.0,1000.0,20240.0,20.24,,16.192,2010-09-08 10:30:00,2,多,550.5247999999996,000917.XSHE
81.0,1300.0,20397.0,15.69,,16.317600000000002,2010-09-08 10:30:00,2,多,123.10739999999852,000671.XSHE
82.0,1200.0,21084.0,17.57,,16.8672,2010-09-08 10:30:00,2,多,32.392399999997764,000630.XSHE
83.0,600.0,21486.0,35.81,,17.1888,2010-09-08 10:30:00,2,多,-1140.369999999999,000425.XSHE
84.0,1300.0,21814.0,16.78,,17.4512,2010-09-08 10:30:00,2,多,333.10880000000134,000060.XSHE
85.0,0.0,0.0,0.0,214.00000000000085,18.630000000000006,2010-09-08 10:30:00,1,多,182.57480000000083,000709.XSHE
86.0,0.0,0.0,0.0,-555.0000000000005,17.269199999999998,2010-09-08 10:30:00,1,多,-584.9532000000005,600016.XSHG
87.0,0.0,0.0,0.0,-160.00000000000085,12.7584,2010-09-08 10:30:00,1,多,-178.55680000000086,000001.XSHE
88.0,0.0,0.0,0.0,-748.999999999999,16.128,2010-09-08 10:30:00,1,多,-772.895199999999,000069.XSHE
89.0,0.0,0.0,0.0,-606.0000000000006,17.7912,2010-09-08 10:30:00,1,多,-636.6224000000005,000402.XSHE
90.0,0.0,0.0,0.0,296.99999999999847,17.4798,2010-09-08 10:30:00,1,多,271.98899999999844,000415.XSHE
91.0,0.0,0.0,0.0,1468.8000000000002,16.4736,2010-09-08 10:30:00,1,多,1868.5048000000004,000157.XSHE
92.0,0.0,0.0,0.0,525.0000000000008,18.522,2010-09-08 10:30:00,1,多,498.6660000000008,600019.XSHG
93.0,0.0,0.0,0.0,-775.0,16.977600000000002,2010-09-08 10:30:00,1,多,-804.1736,002146.XSHE
94.0,0.0,0.0,0.0,-369.0000000000003,17.514000000000006,2010-09-08 10:30:00,1,多,-398.4692000000003,600000.XSHG
95.0,0.0,0.0,0.0,-647.999999999999,16.401600000000002,2010-09-08 10:30:00,1,多,-672.209599999999,600015.XSHG
96.0,0.0,0.0,0.0,300.9999999999991,18.2898,2010-09-08 10:30:00,1,多,270.6957999999991,000625.XSHE
97.0,1400.0,21882.0,15.685714285714285,,5.0,2010-09-08 14:00:00,2,多,118.10739999999852,000671.XSHE
98.0,1600.0,23104.0,12.73,170.99999999999991,6.444,2010-09-09 11:30:00,2,多,167.1361999999983,000977.XSHE
99.0,5000.0,21800.0,4.0844,,5.0,2010-09-09 14:00:00,2,多,604.5327999999995,000959.XSHE
100.0,2300.0,21850.0,9.758260869565218,,5.0,2010-09-09 14:00:00,2,多,-1274.916000000001,000961.XSHE
101.0,1500.0,22050.0,12.73,196.9999999999999,6.47,2010-09-10 10:30:00,2,多,357.6661999999982,000977.XSHE
102.0,5100.0,21420.0,4.086666666666666,,5.0,2010-09-10 11:30:00,2,多,599.5327999999995,000959.XSHE
103.0,1100.0,21692.0,20.19272727272727,,5.0,2010-09-10 11:30:00,2,多,545.5247999999996,000917.XSHE
104.0,1500.0,21645.0,15.602,,5.0,2010-09-10 11:30:00,2,多,113.10739999999852,000671.XSHE
105.0,1000.0,21980.0,20.19272727272727,178.7272727272729,7.1979999999999995,2010-09-13 11:30:00,2,多,717.0540727272725,000917.XSHE
106.0,5200.0,21840.0,4.088846153846153,,5.0,2010-09-15 10:30:00,2,多,594.5327999999995,000959.XSHE
107.0,500.0,21680.0,45.312,,5.0,2010-09-15 15:00:00,2,多,1230.1339999999993,002385.XSHE
108.0,1300.0,21788.000000000004,17.50769230769231,,5.0,2010-09-16 10:30:00,2,多,27.392399999997764,000630.XSHE
109.0,1400.0,21616.0,16.684285714285714,,5.0,2010-09-16 14:00:00,2,多,328.10880000000134,000060.XSHE
110.0,5300.0,21517.999999999996,4.088301886792452,,5.0,2010-09-16 14:00:00,2,多,589.5327999999995,000959.XSHE
111.0,0.0,0.0,0.0,1889.9999999999998,37.773,2010-09-17 10:30:00,2,多,2209.893199999998,000977.XSHE
112.0,0.0,0.0,0.0,-1031.0000000000002,38.54340000000001,2010-09-17 10:30:00,2,多,-2344.4594000000016,000961.XSHE
113.0,0.0,0.0,0.0,-149.99999999999937,38.7324,2010-09-17 10:30:00,2,多,400.8004,000959.XSHE
114.0,0.0,0.0,0.0,-315.00000000000125,38.475,2010-09-17 10:30:00,2,多,-137.88300000000172,000938.XSHE
115.0,0.0,0.0,0.0,150.0,38.9448,2010-09-17 10:30:00,2,多,-1029.3147999999992,000425.XSHE
116.0,0.0,0.0,0.0,-1337.9999999999982,39.52800000000001,2010-09-17 10:30:00,2,多,-1159.4205999999995,000671.XSHE
117.0,0.0,0.0,0.0,-1180.0000000000005,38.84400000000001,2010-09-17 10:30:00,2,多,-1191.4516000000028,000630.XSHE
118.0,0.0,0.0,0.0,-1300.0000000000007,35.76600000000001,2010-09-17 10:30:00,2,多,-1528.4640000000015,000983.XSHE
119.0,0.0,0.0,0.0,-1378.000000000001,39.564,2010-09-17 10:30:00,2,多,-1089.4551999999994,000060.XSHE
120.0,0.0,0.0,0.0,1297.272727272727,38.681999999999995,2010-09-17 10:30:00,2,多,1975.6447999999996,000917.XSHE
121.0,0.0,0.0,0.0,-790.0000000000027,36.431999999999995,2010-09-17 10:30:00,2,多,-402.3716000000035,002195.XSHE
122.0,0.0,0.0,0.0,554.000000000002,41.77800000000001,2010-09-20 10:30:00,2,多,1742.3560000000014,002385.XSHE
123.0,1300.0,21463.000000000004,16.51,,17.170400000000004,2010-09-28 10:30:00,3,多,-1106.6255999999996,000060.XSHE
124.0,500.0,21620.0,43.24,,17.296,2010-09-28 10:30:00,3,多,1725.0600000000013,002385.XSHE
125.0,1000.0,20050.0,20.05,,16.04,2010-09-28 10:30:00,3,多,-418.41160000000355,002195.XSHE
126.0,1500.0,20625.0,13.75,,16.5,2010-09-28 10:30:00,3,多,2193.393199999998,000977.XSHE
127.0,2300.0,21091.0,9.17,,16.8728,2010-09-28 10:30:00,3,多,-2361.332200000001,000961.XSHE
128.0,5300.0,21624.0,4.08,,17.299200000000006,2010-09-28 10:30:00,3,多,383.50120000000004,000959.XSHE
129.0,1100.0,21692.0,19.72,,17.3536,2010-09-28 10:30:00,3,多,-1545.8176000000017,000983.XSHE
130.0,900.0,20070.0,22.3,,16.055999999999997,2010-09-28 10:30:00,3,多,1959.5887999999995,000917.XSHE
131.0,2400.0,20880.0,8.7,,16.704,2010-09-28 10:30:00,3,多,-1176.1245999999996,000671.XSHE
132.0,1200.0,20232.0,16.86,,16.1856,2010-09-28 10:30:00,3,多,-1207.6372000000028,000630.XSHE
133.0,500.0,18810.0,37.62,,15.048,2010-09-28 10:30:00,3,多,-1044.362799999999,000425.XSHE
134.0,1500.0,21045.0,14.03,,16.836000000000002,2010-09-28 10:30:00,3,多,-154.7190000000017,000938.XSHE
135.0,2500.0,21650.0,8.6984,,5.0,2010-09-28 11:30:00,3,多,-1181.1245999999996,000671.XSHE
136.0,2400.0,21624.0,9.163333333333334,,5.0,2010-09-28 15:00:00,3,多,-2366.332200000001,000961.XSHE
